Category,Fibre 1 Number,Fibre 1,Fibre 1 % Range,Fiber 2 Number,Fibre 2,Fibre 2 % Range,Fibre 3 Number,Fibre 3,Fibre 3 % Range,Fibre 4 Number,Fibre 4,Fibre 4 % Range,Fibre 5 Number,Fibre 5,Fibre 5 % Range,Total Findings,Layers,survey
Sweaters and cardigans,5,Cotton,71-80%,30,Polyamide/nylon,21-30%,37,Polypropylene,<10%,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,5,Cotton,51-60%,26,Acrylic,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,51-60%,26,Acrylic,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,5,Cotton,51-60%,26,Acrylic,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,51-60%,26,Acrylic,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,51-60%,26,Acrylic,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,51-60%,26,Acrylic,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,51-60%,26,Acrylic,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,51-60%,26,Acrylic,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,26,Acrylic,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,26,Acrylic,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,26,Acrylic,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,26,Acrylic,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,26,Acrylic,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,41-50%,22,Modal,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,61-70%,30,Polyamide/nylon,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,5,Cotton,61-70%,30,Polyamide/nylon,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,71-80%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,71-80%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,71-80%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,41-50%,35,Polyester,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,51-60%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,61-70%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,61-70%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,5,Cotton,81-90%,35,Polyester,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,61-70%,1,Wool,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,81-90%,1,Wool,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,5,Cotton,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,7,Flax/linen,51-60%,5,Cotton,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,7,Flax/linen,51-60%,5,Cotton,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,30,Polyamide/nylon,51-60%,26,Acrylic,41-50%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,30,Polyamide/nylon,91-100%,26,Acrylic,<10%,1,Wool,<10%,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,30,Polyamide/nylon,41-50%,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",31-40%,1,Wool,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,30,Polyamide/nylon,61-70%,5,Cotton,10-20%,1,Wool,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,30,Polyamide/nylon,61-70%,26,Acrylic,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,30,Polyamide/nylon,51-60%,35,Polyester,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,30,Polyamide/nylon,51-60%,35,Polyester,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,30,Polyamide/nylon,51-60%,1,Wool,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,35,Polyester,71-80%,1,Wool,21-30%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,41-50%,26,Acrylic,31-40%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,51-60%,26,Acrylic,21-30%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,51-60%,26,Acrylic,21-30%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,51-60%,26,Acrylic,21-30%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,51-60%,1,Wool,31-40%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,51-60%,1,Wool,31-40%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,41-50%,26,Acrylic,41-50%,1,Wool,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,61-70%,26,Acrylic,31-40%,1,Wool,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,51-60%,30,Polyamide/nylon,31-40%,1,Wool,<10%,NA,NA,NA,NA,NA,NA,3,0,Survey 1
Sweaters and cardigans,35,Polyester,51-60%,5,Cotton,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,71-80%,5,Cotton,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,51-60%,7,Flax/linen,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,35,Polyester,41-50%,30,Polyamide/nylon,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,35,Polyester,61-70%,25,Viscose,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,30,Polyamide/nylon,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,35,Polyester,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,Survey 1
Sweaters and cardigans,37,Polypropylene,41-50%,5,Cotton,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,81-90%,30,Polyamide/nylon,10-20%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,25,Viscose,81-90%,30,Polyamide/nylon,10-20%,43,Elastane/spandex,<10%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,41-50%,30,Polyamide/nylon,21-30%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,31-40%,35,Polyester,31-40%,30,Polyamide/nylon,31-40%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,41-50%,35,Polyester,21-30%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,41-50%,35,Polyester,21-30%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,41-50%,35,Polyester,21-30%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,25,Viscose,51-60%,35,Polyester,21-30%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,51-60%,35,Polyester,21-30%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,51-60%,35,Polyester,21-30%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,25,Viscose,41-50%,30,Polyamide/nylon,31-40%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,41-50%,30,Polyamide/nylon,31-40%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,41-50%,30,Polyamide/nylon,31-40%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,41-50%,30,Polyamide/nylon,21-30%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,41-50%,30,Polyamide/nylon,21-30%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,61-70%,30,Polyamide/nylon,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,71-80%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,71-80%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,25,Viscose,71-80%,30,Polyamide/nylon,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,25,Viscose,71-80%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,51-60%,26,Acrylic,31-40%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,51-60%,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",31-40%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,41-50%,26,Acrylic,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,81-90%,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,41-50%,5,Cotton,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,51-60%,5,Cotton,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,51-60%,5,Cotton,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,1,Wool,41-50%,33,Lyocell,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,41-50%,30,Polyamide/nylon,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,61-70%,30,Polyamide/nylon,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,71-80%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,71-80%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,71-80%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,71-80%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,71-80%,30,Polyamide/nylon,10-20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,71-80%,35,Polyester,21-30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,61-70%,5,Cotton,31-40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Sweaters and cardigans,1,Wool,51-60%,35,Polyester,41-50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and cardigans,1,Wool,91-100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,Survey 1
Sweaters and Cardigans ,26,Acrylic,41-50%,30,Polyamide/nylon,31-40%,1,Wool,<10%,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",<10%,43,Elastane/Spandex,<10%,0,0,Survey 2
Sweaters and Cardigans ,26,Acrylic,31-40%,35,Polyester,21-30%,1,Wool,21-30%,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",<10%,43,Elastane/Spandex,<10%,1,0,Survey 2
Sweaters and Cardigans ,26,Acrylic,51-60%,30,Polyamide/nylon,21-30%,35,Polyester,10-20%,43,Elastane/Spandex,<10%,1,Wool,<10%,0,0,Survey 2
Sweaters and Cardigans ,26,Acrylic,51-60%,30,Polyamide/nylon,21-30%,35,Polyester,10-20%,43,Elastane/Spandex,<10%,1,Wool,<10%,0,0,Survey 2
Sweaters and Cardigans ,26,Acrylic,51-60%,30,Polyamide/nylon,21-30%,35,Polyester,10-20%,43,Elastane/Spandex,<10%,1,Wool,<10%,0,0,Survey 2
Sweaters and Cardigans ,30,Polyamide/nylon,91-100%,26,Acrylic,<10%,1,Wool,<10%,25,Viscose,<10%,NA,NA,NA,4,0,Survey 2
Sweaters and Cardigans ,26,Acrylic,31-40%,35,Polyester,21-30%,35,Polyester,21-30%,30,Polyamide/nylon,10-20%,43,Elastane/Spandex,<10%,0,0,Survey 2
Sweaters and Cardigans ,30,Polyamide/nylon,31-40%,25,Viscose,21-30%,1,Wool,10-20%,1,Wool,10-20%,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",<10%,2,0,Survey 2
Sweaters and Cardigans ,26,Acrylic,41-50%,35,Polyester,21-30%,30,Polyamide/nylon,10-20%,1,Wool,<10%,43,Elastane/Spandex,<10%,0,0,Survey 2
Sweaters and Cardigans ,30,Polyamide/nylon,41-50%,1,Wool,10-20%,26,Acrylic,10-20%,2,"Animal hair (alpaca, llama, camel, kashmir goat, angora goat, angora rabbit)",<10%,43,Elastane/Spandex,<10%,0,0,Survey 2
Sweaters and Cardigans ,26,Acrylic,41-50%,30,Polyamide/nylon,21-30%,1,Wool,21-30%,43,Elastane/Spandex,<10%,NA,NA,NA,0,0,Survey 2
Sweaters and Cardigans ,26,Acrylic,41-50%,35,Polyester,31-40%,30,Polyamide/nylon,10-20%,43,Elastane/Spandex,<10%,NA,NA,NA,0,0,Survey 2
Sweaters and Cardigans ,26,Acrylic,51-60%,35,Polyester,31-40%,1,Wool,<10%,43,Elastane/Spandex,<10%,NA,NA,NA,3,0,Survey 2
